dates,DOY,YEAR,DAY,TIME,TC,SHADE,SOLAR,DEP,ACT,TA,TSUB,TSKY,VEL,RELHUM,ZEN,DAYLENGTH,ABSAN,PTCOND,POSTURE,PANT,O2_ml,H2OResp_g,H2OCut_g
07/05/69 2:00,186,1,5,2,2.653038384,0,0,0,2,3.975660317,4.131153872,-12.86414295,0.144874008,65.00090943,90,10.34409622,0.85,0.1,0,1,0.330348197,0,0.000390686
07/05/69 3:00,186,1,5,3,2.110342235,0,0,0,2,3.50301762,3.704550438,-13.57375743,0.121818854,69.65860813,90,10.34409622,0.85,0.1,0,1,0.330348197,0,0.000287844
07/05/69 4:00,186,1,5,4,1.907264933,0,0,0,2,3.419416384,3.860656768,-14.29951819,0.093563813,73.79383972,90,10.34409622,0.85,0.1,0,1,0.330348197,0,0.000203611
07/05/69 5:00,186,1,5,5,1.369481661,0,0,0,2,3.054307834,3.316003096,-14.91313864,0.06301464,79.41049989,90,10.34409622,0.85,0.1,0,1,0.330348197,0,0.000105642
07/05/69 6:00,186,1,5,6,5.84289765,0,57.01295105,0,2,6.552759634,5.22022595,-10.06158923,0.055750599,63.84086749,84.38102931,10.34409622,0.85,0.1,0,1,0.330348197,0,0.000391925
07/05/69 7:00,186,1,5,7,12.66650338,0,226.6804216,0,2,10.37790274,10.06986469,-9.03801555,0.085580031,49.02210818,73.2102258,10.34409622,0.85,0.1,0,1,0.330348197,0,0.00132335
07/05/69 8:00,186,1,5,8,20.49059591,0,431.3787143,0,2,15.57431594,16.499089,-6.801885792,0.128689743,34.04809938,63.3816982,10.34409622,0.85,0.1,0,1,0.330348197,0,0.003364826
07/05/69 9:00,186,1,5,9,27.47553836,0,624.5986459,0,2,20.70453398,22.30258887,-3.646536212,0.187104628,23.99659677,55.62439954,10.34409622,0.85,0.1,0,1,0.330348197,0,0.006599774
07/05/69 10:00,186,1,5,10,31.56171636,0,696.8145845,0,2,24.37262963,25.71969638,-0.558864292,0.221061585,18.9682806,50.90341678,10.34409622,0.85,0.1,0,1,0.330348197,0,0.0092397
07/05/69 11:00,186,1,5,11,33.36696291,0,706.6337176,0,2,26.41621283,26.92018883,2.127036639,0.252603138,17.1609194,50.08967946,10.34409622,0.85,0.1,0,1,0.330348197,0,0.010827144
07/05/69 12:00,186,1,5,12,33.57507681,0,654.9472815,0,2,27.29363074,27.20853472,4.146298852,0.261733442,17.47428109,53.36296823,10.34409622,0.85,0.1,0,1,0.330348197,0,0.010958978
07/05/69 13:00,186,1,5,13,32.5303852,0,545.7173848,0,2,27.19082501,27.1468679,5.305492421,0.222505046,19.76519692,60.0560182,10.34409622,0.85,0.1,0,1,0.330348197,0,0.009406732
07/05/69 14:00,186,1,5,14,29.02118797,0,386.7390494,0,2,25.36526517,25.13596824,5.356252502,0.194604423,25.18128008,69.1779519,10.34409622,0.85,0.1,0,1,0.330348197,0,0.006712915
